;account_id;district_id;frequency;account_date;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance
231;123;21;monthly issuance;1993-03-13;214.0;1.0;;45.0;41.0;86.0;127.0;;87.0;1992.11;17167.64
232;9640;1;monthly issuance;1993-03-13;153.0;13.0;;22.0;36.0;60.0;89.0;7.0;57.0;6527.34;31375.16
233;3108;53;monthly issuance;1993-03-14;254.0;1.0;;45.0;80.0;87.0;167.0;;87.0;1060.49;15529.87
234;2508;34;monthly issuance;1993-03-14;219.0;1.0;;45.0;41.0;91.0;132.0;;87.0;1724.03;19204.05
235;2458;40;weekly issuance;1993-03-14;225.0;3.0;;45.0;;132.0;115.0;17.0;93.0;11306.97;46358.24
236;588;66;monthly issuance;1993-03-14;336.0;59.0;;;121.0;111.0;232.0;;104.0;2375.87;27564.95
237;7231;10;monthly issuance;1993-03-14;267.0;71.0;;;;150.0;124.0;26.0;117.0;12092.25;45178.94
238;6701;49;weekly issuance;1993-03-15;47.0;13.0;;;;25.0;23.0;2.0;22.0;10370.7;41562.32
239;3883;72;monthly issuance;1993-03-15;287.0;120.0;39.0;;;82.0;121.0;;166.0;2240.23;37207.3
240;222;37;monthly issuance;1993-03-15;236.0;2.0;;45.0;;144.0;124.0;20.0;92.0;14193.98;58906.88
241;2497;65;monthly issuance;1993-03-16;243.0;58.0;;;41.0;99.0;140.0;;103.0;2665.42;19430.47
242;1372;1;monthly issuance;1993-03-16;255.0;92.0;;;;118.0;118.0;;137.0;2730.16;36966.01
243;3835;50;monthly issuance;1993-03-16;287.0;50.0;;;80.0;112.0;192.0;;95.0;4886.29;38413.59
244;7445;64;monthly issuance;1993-03-18;98.0;25.0;;;;51.0;39.0;12.0;47.0;8702.48;46061.32
245;2527;38;monthly issuance;1993-03-19;327.0;92.0;;;42.0;147.0;174.0;15.0;138.0;13001.45;64213.94
246;425;9;monthly issuance;1993-03-19;339.0;68.0;;;121.0;105.0;226.0;;113.0;2000.01;24744.28
247;860;1;monthly issuance;1993-03-19;259.0;50.0;;;40.0;124.0;164.0;;95.0;5032.69;30010.1
248;6034;6;weekly issuance;1993-03-19;68.0;22.0;;;;37.0;28.0;9.0;31.0;13335.8;51760.02
249;11065;11;monthly issuance;1993-03-19;78.0;17.0;;;;47.0;47.0;;31.0;4748.17;33857.11
250;9883;1;monthly issuance;1993-03-19;286.0;58.0;;;94.0;93.0;175.0;12.0;99.0;8071.87;35474.6
251;115;68;monthly issuance;1993-03-19;241.0;57.0;;;41.0;98.0;139.0;;102.0;3270.3;29434.9
252;1189;59;monthly issuance;1993-03-19;258.0;1.0;;45.0;80.0;91.0;171.0;;87.0;1121.99;20675.65
253;3675;64;monthly issuance;1993-03-20;283.0;3.0;;45.0;40.0;150.0;173.0;17.0;93.0;15939.16;58207.92
254;3069;66;monthly issuance;1993-03-20;263.0;46.0;;;41.0;131.0;172.0;;91.0;8464.2;53998.2
255;2762;19;monthly issuance;1993-03-20;152.0;39.0;;;28.0;69.0;93.0;4.0;55.0;13525.02;65097.22
256;892;70;monthly issuance;1993-03-20;270.0;1.0;;45.0;81.0;101.0;182.0;;88.0;2014.49;23085.75
257;1535;46;monthly issuance;1993-03-20;258.0;80.0;;;40.0;93.0;133.0;;125.0;2252.61;31716.18
258;2618;60;monthly issuance;1993-03-21;238.0;1.0;;45.0;40.0;110.0;150.0;;88.0;2458.57;20201.88
259;2651;2;monthly issuance;1993-03-21;275.0;1.0;3.0;45.0;40.0;141.0;160.0;24.0;91.0;12690.06;50661.57
260;5442;34;monthly issuance;1993-03-22;118.0;23.0;;;42.0;38.0;78.0;2.0;38.0;7375.63;26252.81
261;1787;30;weekly issuance;1993-03-22;4.0;4.0;;;;;;;4.0;5025.0;12250.0
262;1397;17;monthly issuance;1993-03-22;260.0;53.0;5.0;;40.0;117.0;162.0;;98.0;6576.77;37436.69
263;3785;10;monthly issuance;1993-03-24;263.0;49.0;;;41.0;128.0;169.0;;94.0;8772.46;62316.4
264;623;1;monthly issuance;1993-03-24;254.0;1.0;;45.0;82.0;85.0;167.0;;87.0;1057.36;21183.71
265;8260;31;monthly issuance;1993-03-24;93.0;1.0;;17.0;;59.0;50.0;9.0;34.0;14537.8;57496.99
266;3678;1;monthly issuance;1993-03-24;139.0;38.0;;;;79.0;79.0;;60.0;3872.07;18632.93
267;3001;1;monthly issuance;1993-03-24;282.0;113.0;;;;124.0;124.0;;158.0;2203.54;33240.61
268;655;53;monthly issuance;1993-03-24;385.0;46.0;;;162.0;132.0;294.0;;91.0;5862.03;52973.4
269;4093;1;monthly issuance;1993-03-25;221.0;63.0;;;;113.0;113.0;;108.0;2793.39;26300.04
270;3260;68;monthly issuance;1993-03-25;361.0;90.0;;;82.0;144.0;207.0;19.0;135.0;11181.07;64644.5
271;2528;65;monthly issuance;1993-03-25;210.0;1.0;;45.0;41.0;82.0;123.0;;87.0;1755.79;19353.79
272;2011;75;monthly issuance;1993-03-25;286.0;1.0;;45.0;123.0;76.0;199.0;;87.0;923.51;14967.27
273;1721;68;monthly issuance;1993-03-25;46.0;26.0;;;;20.0;20.0;;26.0;1582.61;19876.09
274;1332;59;monthly issuance;1993-03-25;262.0;47.0;;;40.0;130.0;170.0;;92.0;8136.71;58903.77
275;1402;74;monthly issuance;1993-03-26;369.0;53.0;;;163.0;108.0;271.0;;98.0;2381.98;25876.96
276;3283;68;monthly issuance;1993-03-26;245.0;47.0;;;40.0;113.0;153.0;;92.0;7253.42;31757.74
277;3781;31;monthly issuance;1993-03-26;241.0;48.0;;;40.0;108.0;148.0;;93.0;9480.89;57858.16
278;7203;71;monthly issuance;1993-03-26;189.0;46.0;;;;100.0;93.0;7.0;89.0;9314.27;45122.81
279;1065;72;monthly issuance;1993-03-27;231.0;70.0;;;;116.0;116.0;;115.0;2191.02;31249.02
280;3076;54;monthly issuance;1993-03-27;202.0;1.0;;45.0;40.0;75.0;115.0;;87.0;1773.75;18220.03
281;4347;1;monthly issuance;1993-03-27;242.0;89.0;;;;108.0;108.0;;134.0;2356.62;25229.2
282;1157;7;monthly issuance;1993-03-27;212.0;52.0;;;;115.0;115.0;;97.0;2617.6;29803.25
283;9403;1;weekly issuance;1993-03-27;96.0;21.0;;;12.0;48.0;56.0;4.0;36.0;9301.09;40838.76
284;1874;9;monthly issuance;1993-03-27;213.0;1.0;;45.0;40.0;86.0;126.0;;87.0;1209.75;25244.42
285;1115;34;monthly issuance;1993-03-27;225.0;1.0;;45.0;40.0;98.0;138.0;;87.0;1328.14;17017.96
286;3586;59;monthly issuance;1993-03-27;215.0;48.0;12.0;;;110.0;122.0;;93.0;5752.54;35641.6
287;62;47;monthly issuance;1993-03-28;232.0;1.0;;45.0;41.0;104.0;145.0;;87.0;1945.6;25276.47
288;1771;69;monthly issuance;1993-03-28;264.0;75.0;;;41.0;103.0;144.0;;120.0;2212.71;25295.34
289;5483;13;monthly issuance;1993-03-28;232.0;19.0;;45.0;;123.0;109.0;14.0;109.0;7150.96;33522.2
290;8330;48;monthly issuance;1993-03-28;81.0;14.0;;;8.0;37.0;45.0;;36.0;6436.61;46444.64
291;187;5;monthly issuance;1993-03-28;209.0;1.0;;45.0;40.0;82.0;122.0;;87.0;1753.8;16542.04
292;423;12;monthly issuance;1993-03-28;211.0;1.0;;45.0;41.0;83.0;124.0;;87.0;1179.93;17685.17
293;6425;31;monthly issuance;1993-03-29;125.0;30.0;;;;75.0;75.0;;50.0;4768.64;30229.8
294;2493;62;monthly issuance;1993-03-29;247.0;69.0;;;40.0;93.0;133.0;;114.0;3575.76;37149.75
295;2896;29;monthly issuance;1993-03-30;252.0;1.0;;45.0;81.0;84.0;165.0;;87.0;1093.49;17912.4
296;2245;29;monthly issuance;1993-03-30;120.0;31.0;;;;70.0;59.0;11.0;50.0;13441.43;54157.19
297;3923;52;monthly issuance;1993-03-30;248.0;47.0;;;41.0;115.0;156.0;;92.0;8455.12;49492.18
298;1898;70;monthly issuance;1993-04-01;204.0;6.0;;45.0;;108.0;95.0;13.0;96.0;5026.95;29531.02
299;3367;1;monthly issuance;1993-04-01;279.0;47.0;;;81.0;106.0;187.0;;92.0;7669.41;61564.77
300;3391;74;monthly issuance;1993-04-01;294.0;47.0;;;81.0;121.0;202.0;;92.0;5520.05;38547.93
301;8519;23;monthly issuance;1993-04-02;112.0;1.0;;16.0;12.0;51.0;59.0;4.0;49.0;11551.5;48484.62
302;1780;1;monthly issuance;1993-04-02;261.0;46.0;12.0;;41.0;117.0;170.0;;91.0;9175.83;61380.76
303;3915;65;monthly issuance;1993-04-02;262.0;47.0;;;41.0;129.0;170.0;;92.0;8526.56;46732.78
304;3980;75;monthly issuance;1993-04-03;300.0;58.0;;;80.0;117.0;197.0;;103.0;2943.68;31924.55
305;4350;63;monthly issuance;1993-04-04;220.0;47.0;;;;128.0;128.0;;92.0;7557.79;57454.47
306;686;41;monthly issuance;1993-04-04;337.0;53.0;;;122.0;117.0;239.0;;98.0;3144.24;26709.43
307;362;15;monthly issuance;1993-04-04;340.0;63.0;;;120.0;112.0;232.0;;108.0;2920.14;27957.83
308;299;77;monthly issuance;1993-04-05;252.0;81.0;;;;126.0;119.0;7.0;126.0;16075.45;69824.45
309;2488;5;monthly issuance;1993-04-06;193.0;1.0;;45.0;41.0;61.0;102.0;;91.0;1336.38;19783.88
310;2985;71;monthly issuance;1993-04-06;226.0;1.0;;45.0;40.0;95.0;135.0;;91.0;1675.74;27197.22
311;385;5;monthly issuance;1993-04-07;298.0;1.0;;45.0;122.0;85.0;207.0;;91.0;995.02;22800.57
312;2817;56;monthly issuance;1993-04-07;225.0;47.0;;;;133.0;133.0;;92.0;5833.19;48876.56
313;2056;58;monthly issuance;1993-04-07;212.0;56.0;;;;111.0;98.0;13.0;101.0;9949.8;47098.47
314;2002;1;monthly issuance;1993-04-08;209.0;1.0;;44.0;40.0;83.0;123.0;;86.0;2418.7;23742.34
315;748;10;monthly issuance;1993-04-08;256.0;64.0;;;40.0;108.0;148.0;;108.0;3966.12;31873.69
316;220;72;monthly issuance;1993-04-09;214.0;1.0;;44.0;40.0;89.0;129.0;;85.0;2106.39;18341.49
317;1422;68;monthly issuance;1993-04-09;234.0;1.0;;44.0;40.0;109.0;149.0;;85.0;2124.26;23273.61
318;1147;44;monthly issuance;1993-04-10;219.0;46.0;3.0;;;126.0;129.0;;90.0;9821.45;56344.9
319;3788;70;monthly issuance;1993-04-10;265.0;110.0;3.0;;;107.0;110.0;;155.0;2370.41;38713.87
320;1891;32;monthly issuance;1993-04-10;338.0;26.0;;44.0;118.0;106.0;224.0;;114.0;1249.21;34840.66
321;1239;1;monthly issuance;1993-04-10;218.0;1.0;;44.0;40.0;91.0;131.0;;87.0;2677.25;23937.92
322;8321;77;monthly issuance;1993-04-12;87.0;18.0;;;8.0;35.0;43.0;;44.0;3441.2;30045.4
323;3213;51;monthly issuance;1993-04-12;251.0;1.0;;44.0;80.0;86.0;166.0;;85.0;1029.66;16390.02
324;2838;3;weekly issuance;1993-04-13;348.0;83.0;;;76.0;145.0;217.0;4.0;127.0;12169.12;67631.24
325;3644;38;monthly issuance;1993-04-13;210.0;1.0;;45.0;40.0;79.0;119.0;;91.0;1458.32;19452.31
326;4318;33;weekly issuance;1993-04-13;261.0;2.0;3.0;44.0;40.0;128.0;154.0;17.0;90.0;16834.75;67586.15
327;2648;51;monthly issuance;1993-04-13;123.0;26.0;;;;57.0;57.0;;66.0;3657.84;29731.97
328;2313;26;weekly issuance;1993-04-13;282.0;14.0;;44.0;80.0;100.0;171.0;9.0;102.0;4045.85;28947.44
329;5428;24;monthly issuance;1993-04-14;32.0;11.0;;;;16.0;14.0;2.0;16.0;11557.95;37485.46
330;7123;64;issuance after transaction;1993-04-14;42.0;14.0;;;4.0;16.0;19.0;1.0;22.0;12252.22;60382.09
331;279;39;monthly issuance;1993-04-14;247.0;1.0;;44.0;80.0;82.0;162.0;;85.0;1010.29;17819.3
332;104;37;monthly issuance;1993-04-15;244.0;1.0;;44.0;80.0;79.0;159.0;;85.0;1054.41;18681.91
333;497;55;monthly issuance;1993-04-15;256.0;46.0;;;40.0;126.0;166.0;;90.0;7980.63;54757.71
334;1152;45;monthly issuance;1993-04-15;215.0;1.0;;44.0;40.0;90.0;130.0;;85.0;1306.87;17897.83
335;83;26;monthly issuance;1993-04-16;287.0;54.0;;;80.0;109.0;189.0;;98.0;3311.14;25858.65
336;2008;52;monthly issuance;1993-04-16;297.0;51.0;;;79.0;123.0;202.0;;95.0;3995.58;43846.01
337;3327;45;monthly issuance;1993-04-16;279.0;49.0;;;80.0;106.0;186.0;;93.0;3781.01;31060.25
338;5740;43;monthly issuance;1993-04-16;248.0;69.0;;;;134.0;112.0;22.0;114.0;10719.06;35690.31
339;8132;5;weekly issuance;1993-04-17;286.0;9.0;;44.0;;145.0;122.0;23.0;141.0;8690.69;54628.68
340;10738;45;weekly issuance;1993-04-17;127.0;26.0;;;32.0;49.0;77.0;4.0;46.0;6214.37;25666.41
341;2216;74;monthly issuance;1993-04-17;306.0;79.0;;;40.0;142.0;157.0;25.0;124.0;12689.01;59456.57
342;1815;66;monthly issuance;1993-04-17;297.0;48.0;;;80.0;125.0;205.0;;92.0;5785.02;34664.48
343;2823;57;monthly issuance;1993-04-18;206.0;1.0;;44.0;40.0;81.0;121.0;;85.0;1352.4;18368.79
344;4321;47;monthly issuance;1993-04-18;255.0;69.0;;;;142.0;117.0;25.0;113.0;12805.07;67658.83
345;1773;33;monthly issuance;1993-04-19;200.0;1.0;;44.0;39.0;76.0;115.0;;85.0;1847.08;16045.61
346;7454;4;monthly issuance;1993-04-19;82.0;23.0;;;17.0;30.0;47.0;;35.0;2011.23;22551.78
347;188;54;monthly issuance;1993-04-20;256.0;47.0;;;39.0;126.0;165.0;;91.0;7126.93;48675.58
348;10973;18;weekly issuance;1993-04-20;32.0;10.0;;;;16.0;14.0;2.0;16.0;9740.15;46715.8
349;2599;48;monthly issuance;1993-04-20;165.0;47.0;;;;84.0;80.0;4.0;81.0;8316.66;29165.85
350;1166;11;monthly issuance;1993-04-21;54.0;2.0;;9.0;5.0;29.0;32.0;2.0;20.0;6682.03;36845.59
351;504;73;monthly issuance;1993-04-21;206.0;1.0;;44.0;40.0;81.0;121.0;;85.0;1392.11;22909.57
352;1518;67;monthly issuance;1993-04-21;218.0;46.0;;;;128.0;128.0;;90.0;7340.01;56575.75
353;2189;75;monthly issuance;1993-04-22;312.0;46.0;6.0;;118.0;98.0;222.0;;90.0;6231.04;50416.33
354;6040;1;monthly issuance;1993-04-22;133.0;19.0;;;38.0;59.0;97.0;;36.0;6032.84;42224.44
355;2876;52;monthly issuance;1993-04-22;253.0;47.0;;;40.0;122.0;162.0;;91.0;6544.22;32536.69
356;1505;69;monthly issuance;1993-04-23;196.0;49.0;;;;103.0;103.0;;93.0;4576.01;28923.25
357;6897;48;monthly issuance;1993-04-23;249.0;61.0;;;;143.0;128.0;15.0;106.0;12630.71;58756.73
358;4377;28;monthly issuance;1993-04-24;236.0;61.0;6.0;;;127.0;109.0;24.0;103.0;14292.42;58247.86
359;717;75;monthly issuance;1993-04-24;248.0;47.0;3.0;;39.0;115.0;157.0;;91.0;7744.09;41341.86
360;9707;70;monthly issuance;1993-04-24;314.0;77.0;;;;151.0;119.0;32.0;163.0;11015.44;54048.55
361;2814;72;monthly issuance;1993-04-25;204.0;1.0;;44.0;39.0;80.0;119.0;;85.0;1886.02;19700.6
362;3068;59;monthly issuance;1993-04-25;211.0;1.0;;44.0;39.0;87.0;126.0;;85.0;2509.46;22588.58
363;1476;61;monthly issuance;1993-04-26;228.0;1.0;;44.0;40.0;102.0;142.0;;86.0;2452.01;19248.34
364;897;38;monthly issuance;1993-04-26;309.0;74.0;1.0;;78.0;112.0;172.0;19.0;118.0;9869.49;49816.58
365;977;1;monthly issuance;1993-04-26;251.0;50.0;;;39.0;118.0;157.0;;94.0;5316.38;36022.52
366;2639;17;monthly issuance;1993-04-26;259.0;46.0;;;39.0;130.0;169.0;;90.0;8890.15;37621.58
367;1032;11;monthly issuance;1993-04-26;250.0;3.0;;44.0;;159.0;139.0;20.0;91.0;19000.98;60284.82
368;928;20;monthly issuance;1993-04-26;255.0;67.0;;;40.0;104.0;144.0;;111.0;2961.04;29716.55
369;168;31;monthly issuance;1993-04-27;210.0;1.0;;44.0;40.0;85.0;125.0;;85.0;1213.63;17230.45
370;2175;1;monthly issuance;1993-04-27;245.0;63.0;;;;138.0;117.0;21.0;107.0;11702.56;41999.94
371;10105;55;monthly issuance;1993-04-28;93.0;24.0;;;;54.0;47.0;7.0;39.0;13230.34;54422.6
372;1392;60;monthly issuance;1993-04-28;278.0;46.0;;;78.0;110.0;188.0;;90.0;7757.01;45342.93
373;3697;45;monthly issuance;1993-04-29;283.0;48.0;;;80.0;111.0;191.0;;92.0;4448.25;31288.69
374;5313;40;monthly issuance;1993-04-29;66.0;15.0;;;15.0;27.0;41.0;1.0;24.0;10342.53;45854.89
375;2222;47;monthly issuance;1993-05-01;206.0;45.0;;;;117.0;101.0;16.0;89.0;9112.6;48215.32
376;2641;7;monthly issuance;1993-05-02;252.0;46.0;4.0;;40.0;118.0;162.0;;90.0;7969.47;56244.12
377;5423;15;monthly issuance;1993-05-02;327.0;65.0;;;118.0;102.0;205.0;15.0;107.0;7423.71;37099.26
378;2609;73;monthly issuance;1993-05-03;250.0;64.0;;;;144.0;126.0;18.0;106.0;14527.71;52899.6
379;5472;1;monthly issuance;1993-05-04;209.0;56.0;;;;109.0;109.0;;100.0;2301.06;23016.99
380;2932;72;monthly issuance;1993-05-04;441.0;84.0;;;164.0;149.0;302.0;11.0;128.0;10250.04;58889.52
381;4254;70;monthly issuance;1993-05-04;207.0;63.0;;;;100.0;100.0;;107.0;2781.78;27880.95
382;3965;31;monthly issuance;1993-05-04;231.0;16.0;;44.0;;127.0;110.0;17.0;104.0;6478.02;24991.62
383;10656;8;monthly issuance;1993-05-05;252.0;46.0;;;;119.0;119.0;;133.0;7186.48;45876.56
384;887;1;monthly issuance;1993-05-05;196.0;1.0;;44.0;40.0;67.0;107.0;;89.0;1983.41;17760.15
385;4743;64;monthly issuance;1993-05-05;264.0;73.0;;;;147.0;127.0;20.0;117.0;12538.96;59731.7
386;1048;35;monthly issuance;1993-05-05;221.0;1.0;;44.0;39.0;93.0;132.0;;89.0;2342.59;18893.46
387;1671;6;monthly issuance;1993-05-05;266.0;1.0;;44.0;80.0;97.0;177.0;;89.0;2122.86;28275.48
388;1236;19;monthly issuance;1993-05-05;218.0;63.0;;;;111.0;111.0;;107.0;2575.72;26508.46
389;1822;30;monthly issuance;1993-05-05;224.0;1.0;;44.0;40.0;95.0;135.0;;89.0;1959.08;24540.3
390;3316;28;monthly issuance;1993-05-06;250.0;46.0;;;40.0;120.0;160.0;;90.0;5813.78;38691.33
391;2037;20;monthly issuance;1993-05-06;280.0;46.0;;;79.0;111.0;190.0;;90.0;5626.15;36536.18
392;10079;62;monthly issuance;1993-05-06;79.0;22.0;;;;46.0;43.0;3.0;33.0;14332.41;63707.63
393;3999;35;monthly issuance;1993-05-06;308.0;55.0;;;117.0;92.0;209.0;;99.0;4066.43;40609.28
394;551;77;monthly issuance;1993-05-07;189.0;60.0;;;;85.0;85.0;;104.0;2717.76;23887.99
395;1200;33;monthly issuance;1993-05-07;336.0;45.0;;;119.0;128.0;247.0;;89.0;6610.1;49895.2
396;1161;66;monthly issuance;1993-05-08;216.0;1.0;;44.0;40.0;87.0;127.0;;89.0;2380.2;21895.93
397;5372;48;monthly issuance;1993-05-08;223.0;65.0;;;;116.0;103.0;13.0;107.0;15511.5;63040.65
398;3050;60;monthly issuance;1993-05-08;126.0;4.0;2.0;15.0;33.0;57.0;83.0;9.0;34.0;10765.98;57141.73
399;1784;59;monthly issuance;1993-05-08;238.0;1.0;;44.0;39.0;110.0;149.0;;89.0;2442.06;25096.25
400;1603;1;monthly issuance;1993-05-09;51.0;15.0;;;9.0;18.0;27.0;;24.0;3259.0;25900.32
401;1887;68;monthly issuance;1993-05-09;246.0;54.0;;;40.0;108.0;148.0;;98.0;3428.76;30699.18
402;1644;1;monthly issuance;1993-05-09;330.0;46.0;;;117.0;124.0;241.0;;89.0;4304.52;39763.08
403;1658;73;monthly issuance;1993-05-10;239.0;1.0;;43.0;77.0;79.0;156.0;;83.0;1074.38;17134.22
404;44;32;monthly issuance;1993-05-10;197.0;1.0;;43.0;39.0;75.0;114.0;;83.0;1730.64;17494.05
405;1039;70;weekly issuance;1993-05-10;251.0;67.0;15.0;;;125.0;120.0;20.0;111.0;13617.7;69446.21
406;1071;68;weekly issuance;1993-05-10;41.0;13.0;;;;20.0;17.0;3.0;21.0;11912.36;47302.55
407;2410;54;monthly issuance;1993-05-11;194.0;1.0;;43.0;38.0;73.0;111.0;;83.0;2524.51;33455.75
408;2523;10;monthly issuance;1993-05-11;344.0;18.0;;43.0;155.0;85.0;240.0;;104.0;899.56;21118.04
409;790;54;monthly issuance;1993-05-11;64.0;16.0;;;;35.0;34.0;1.0;29.0;9442.16;36369.98
410;2583;62;monthly issuance;1993-05-11;68.0;31.0;;;;14.0;14.0;;54.0;1261.38;33681.2
411;1782;8;monthly issuance;1993-05-12;221.0;1.0;;43.0;39.0;99.0;138.0;;83.0;2399.75;30771.12
412;751;3;monthly issuance;1993-05-12;212.0;1.0;;43.0;39.0;90.0;129.0;;83.0;1709.5;22045.37
413;2061;24;monthly issuance;1993-05-12;265.0;66.0;;;76.0;80.0;156.0;;109.0;1687.57;22706.74
414;8261;13;monthly issuance;1993-05-12;17.0;2.0;;4.0;;3.0;3.0;;14.0;9496.93;46318.55
415;2321;35;monthly issuance;1993-05-13;282.0;73.0;;;;165.0;143.0;22.0;117.0;14915.16;65012.4
416;1334;74;monthly issuance;1993-05-14;207.0;52.0;;;;112.0;112.0;;95.0;2580.91;25737.76
417;3649;54;monthly issuance;1993-05-14;287.0;45.0;;;78.0;121.0;199.0;;88.0;5933.14;42477.44
418;555;24;monthly issuance;1993-05-15;322.0;44.0;;;115.0;120.0;235.0;;87.0;6596.34;36674.65
419;3173;39;monthly issuance;1993-05-15;230.0;1.0;;43.0;77.0;70.0;147.0;;83.0;1536.61;16315.13
420;863;71;monthly issuance;1993-05-16;321.0;86.0;;;42.0;149.0;171.0;20.0;130.0;13461.27;64070.9
421;3181;42;monthly issuance;1993-05-16;220.0;68.0;;;;109.0;109.0;;111.0;2363.27;29995.85
422;3210;1;monthly issuance;1993-05-17;239.0;45.0;4.0;;38.0;109.0;151.0;;88.0;9580.95;47370.77
423;489;16;monthly issuance;1993-05-17;251.0;46.0;33.0;;38.0;91.0;162.0;;89.0;6078.77;32027.66
424;947;59;monthly issuance;1993-05-17;269.0;61.0;;;77.0;88.0;165.0;;104.0;1689.2;20573.71
425;3284;64;monthly issuance;1993-05-17;233.0;58.0;;;39.0;93.0;132.0;;101.0;3280.9;24258.23
426;1610;52;monthly issuance;1993-05-17;251.0;44.0;;;39.0;125.0;164.0;;87.0;8946.12;65179.51
427;4225;55;monthly issuance;1993-05-18;206.0;44.0;;;;119.0;119.0;;87.0;9965.81;55040.74
428;1412;64;monthly issuance;1993-05-18;328.0;45.0;;;116.0;124.0;240.0;;88.0;4065.65;31030.28
429;1937;36;monthly issuance;1993-05-18;214.0;1.0;;43.0;39.0;92.0;131.0;;83.0;1905.58;20412.12
430;991;39;monthly issuance;1993-05-18;246.0;44.0;;;39.0;120.0;159.0;;87.0;7675.69;54640.29
431;1180;20;monthly issuance;1993-05-19;214.0;47.0;;;;124.0;124.0;;90.0;6606.47;40007.28
432;2758;70;monthly issuance;1993-05-19;250.0;69.0;;;38.0;100.0;138.0;;112.0;3089.11;30019.49
433;2711;58;monthly issuance;1993-05-19;256.0;44.0;;;39.0;130.0;169.0;;87.0;7243.35;38291.08
434;1652;74;monthly issuance;1993-05-20;216.0;1.0;;43.0;38.0;95.0;133.0;;83.0;2431.7;21066.44
435;3099;70;monthly issuance;1993-05-20;221.0;1.0;;43.0;39.0;98.0;137.0;;84.0;2273.69;23995.18
436;11111;1;monthly issuance;1993-05-20;55.0;15.0;;;6.0;26.0;32.0;;23.0;13671.43;54652.9
437;9591;74;monthly issuance;1993-05-20;191.0;50.0;;;22.0;97.0;103.0;16.0;72.0;11980.31;57357.84
438;9828;11;monthly issuance;1993-05-20;132.0;1.0;;23.0;;86.0;74.0;12.0;46.0;11683.99;47118.99
439;5385;44;weekly issuance;1993-05-21;56.0;3.0;;10.0;6.0;27.0;32.0;1.0;23.0;5778.79;29069.12
440;23;30;monthly issuance;1993-05-22;234.0;45.0;;;38.0;108.0;146.0;;88.0;8735.52;44445.36
441;2645;54;monthly issuance;1993-05-22;347.0;54.0;;;153.0;97.0;250.0;;97.0;3203.32;33369.89
442;2991;19;monthly issuance;1993-05-22;339.0;44.0;;;156.0;96.0;252.0;;87.0;6129.64;37994.04
443;3469;76;monthly issuance;1993-05-22;222.0;1.0;;43.0;38.0;100.0;138.0;;84.0;2139.75;24525.01
444;1851;55;monthly issuance;1993-05-23;252.0;62.0;;;38.0;109.0;147.0;;105.0;2706.96;23914.02
445;3844;67;monthly issuance;1993-05-23;202.0;1.0;;43.0;38.0;81.0;119.0;;83.0;1366.65;19530.67
446;1442;23;monthly issuance;1993-05-23;251.0;44.0;;;39.0;125.0;164.0;;87.0;6740.02;39046.7
447;3064;40;monthly issuance;1993-05-23;151.0;32.0;;;34.0;64.0;98.0;;53.0;3142.18;24577.2
448;3558;4;monthly issuance;1993-05-23;351.0;1.0;7.0;43.0;114.0;143.0;239.0;25.0;87.0;11464.04;56763.16
449;1534;1;monthly issuance;1993-05-24;279.0;50.0;;;76.0;110.0;186.0;;93.0;5006.28;25038.09
450;334;1;monthly issuance;1993-05-24;287.0;45.0;;;76.0;123.0;199.0;;88.0;5808.51;48767.33
451;1786;1;monthly issuance;1993-05-25;246.0;46.0;;;38.0;119.0;157.0;;89.0;6629.85;41315.22
452;1272;40;weekly issuance;1993-05-25;162.0;36.0;;;;87.0;79.0;8.0;75.0;7501.98;43036.78
453;2436;67;monthly issuance;1993-05-25;211.0;47.0;;;;121.0;121.0;;90.0;3678.75;40098.06
454;3796;53;monthly issuance;1993-05-25;249.0;49.0;;;39.0;118.0;157.0;;92.0;5776.07;37970.34
455;119;27;monthly issuance;1993-05-25;249.0;44.0;;;38.0;124.0;162.0;;87.0;7977.79;38212.82
456;3063;72;monthly issuance;1993-05-26;206.0;1.0;;43.0;39.0;84.0;123.0;;83.0;1347.56;26324.85
457;18;43;weekly issuance;1993-05-26;187.0;57.0;;;;94.0;75.0;19.0;93.0;10235.18;43914.83
458;11320;44;monthly issuance;1993-05-26;229.0;45.0;;;;98.0;98.0;;131.0;6989.91;37851.48
459;3888;39;monthly issuance;1993-05-27;42.0;21.0;;;;21.0;21.0;;21.0;1916.67;20121.43
460;1584;30;monthly issuance;1993-05-27;181.0;1.0;;43.0;39.0;59.0;98.0;;83.0;1306.33;19314.59
461;5546;43;monthly issuance;1993-05-28;233.0;5.0;;43.0;;142.0;118.0;24.0;91.0;10136.78;32023.54
462;2029;55;monthly issuance;1993-05-29;36.0;15.0;;;;21.0;21.0;;15.0;1919.44;17811.11
463;10911;1;weekly issuance;1993-05-29;83.0;2.0;;14.0;10.0;44.0;53.0;1.0;29.0;7915.58;36635.12
464;2467;33;monthly issuance;1993-05-29;253.0;45.0;11.0;;38.0;116.0;165.0;;88.0;8195.79;44149.25
465;2962;1;monthly issuance;1993-05-30;120.0;33.0;;;;69.0;61.0;8.0;51.0;13845.46;64493.1
